"";"RecordNo";"Województwo";"RQ2";"Q4";"Q5";"Q6";"Q2";"company";"recomendation";"Age";"recomendations"
"237";2064;"podlaskie";"51-100";1969;"Średnie technicznezne";"agronom ekspert";62;"Acme";5;"51<";"detractors"
"238";2066;"mazowieckie";"250+";1990;"Średnie ogólne";"właściciel";1241;"Acme";7;"31-35";"neutral"
"239";2068;"zachodniopomorskie)";">25";1986;"Średnie ogólne";"agronom ekspert";7;"Acme";7;"31-35";"neutral"
"240";2073;"mazowieckie";">25";1967;"Średnie ogólne";"główny agronom";23;"Acme";8;"51<";"neutral"
"241";2077;"podlaskie";"25-50";1983;"Średnie ogólne";"właściciel";47;"Acme";9;"36-40";"promoters"
"242";2080;"podkarpackie";"100-250";1961;"Średnie ogólne";"główny agronom";232;"Acme";5;"51<";"detractors"
"243";2083;"łódzkie";"25-50";1961;"Średnie ogólne";"agronom ekspert";28;"Acme";6;"51<";"detractors"
"244";2085;"warmińsko-mazurskie";"51-100";1980;"Średnie ogólne";"główny agronom";59;"Acme";6;"41-45";"detractors"
"245";2087;"podkarpackie";"25-50";1986;"Średnie ogólne";"agronom ekspert";33;"Acme";3;"31-35";"detractors"
"246";2091;"świętokrzyskie";">25";1987;"Średnie ogólne";"główny agronom";16;"Acme";1;"31-35";"detractors"
"247";2095;"kujawsko-pomorskie";"25-50";1992;"Średnie ogólne";"główny agronom";41;"Acme";7;"26-30";"neutral"
"248";2097;"lubuskie";"51-100";1971;"Średnie ogólne";"techniczny";96;"Acme";5;"46-50";"detractors"
"249";2100;"wielkopolskie";"51-100";1974;"Średnie technicznezne";"techniczny";74;"Acme";1;"46-50";"detractors"
"250";2102;"mazowieckie";"51-100";1971;"Średnie ogólne";"dyrektor";77;"Acme";9;"46-50";"promoters"
"251";2105;"mazowieckie";">25";1960;"Średnie ogólne";"właściciel";22;"Acme";7;"51<";"neutral"
"252";2107;"podlaskie";">25";1990;"Średnie ogólne";"właściciel";5;"Acme";6;"31-35";"detractors"
"253";2110;"podlaskie";"25-50";1998;"Średnie ogólne";"techniczny";45;"Acme";9;"<=25";"promoters"
"254";2114;"wielkopolskie";"51-100";1998;"Średnie technicznezne";"główny agronom";97;"Acme";5;"<=25";"detractors"
"255";2117;"mazowieckie";"51-100";1996;"Średnie ogólne";"techniczny";73;"Acme";7;"<=25";"neutral"
"256";2118;"opolskie";"100-250";1985;"Średnie ogólne";"techniczny";108;"Acme";1;"36-40";"detractors"
"257";2120;"wielkopolskie";">25";1978;"Średnie ogólne";"właściciel";8;"Acme";7;"41-45";"neutral"
"258";2125;"kujawsko-pomorskie";"25-50";1977;"Średnie ogólne";"właściciel";42;"Acme";3;"41-45";"detractors"
"259";2128;"mazowieckie";">25";1968;"Średnie ogólne";"główny agronom";15;"Acme";7;"51<";"neutral"
"260";2130;"wielkopolskie";"51-100";1974;"Średnie ogólne";"główny agronom";66;"Acme";5;"46-50";"detractors"
"261";2132;"kujawsko-pomorskie";"25-50";1973;"Średnie technicznezne";"właściciel";44;"Acme";4;"46-50";"detractors"
"262";2136;"dolnośląskie";"51-100";1971;"Średnie technicznezne";"właściciel";80;"Acme";8;"46-50";"neutral"
"263";2138;"dolnośląskie";"51-100";1981;"Średnie ogólne";"agronom ekspert";76;"Acme";6;"36-40";"detractors"
"264";2141;"lubuskie";"25-50";1994;"Średnie ogólne";"główny agronom";48;"Acme";5;"26-30";"detractors"
"265";2143;"małopolskie";"25-50";1975;"Wyższe rolnicze";"właściciel";42;"Acme";7;"46-50";"neutral"
"266";2146;"dolnośląskie";"25-50";1967;"Średnie ogólne";"agronom ekspert";34;"Acme";7;"51<";"neutral"
"267";2147;"świętokrzyskie";"51-100";1964;"Średnie ogólne";"agronom ekspert";73;"Acme";7;"51<";"neutral"
"268";2151;"lubuskie";"25-50";1954;"Średnie ogólne";"właściciel";26;"Acme";6;"51<";"detractors"
"269";1135;"dolnośląskie";"100-250";1969;"Średnie ogólne";"właściciel";140;"Central Park";5;"51<";"detractors"
"270";1136;"dolnośląskie";"100-250";1987;"Średnie technicznezne";"właściciel";145;"Central Park";10;"31-35";"promoters"
"271";1137;"dolnośląskie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";200;"Central Park";1;"41-45";"detractors"
"272";1141;"dolnośląskie";">25";1989;"Średnie ogólne";"agronom ekspert";8;"Central Park";5;"31-35";"detractors"
"273";1143;"dolnośląskie";"100-250";1992;"Średnie ogólne";"główny agronom";150;"Central Park";5;"26-30";"detractors"
"274";1145;"dolnośląskie";"51-100";1982;"Wyższe";"właściciel";100;"Central Park";8;"36-40";"neutral"
"275";1150;"dolnośląskie";"25-50";1978;"Średnie technicznezne";"dyrektor";30,01;"Central Park";5;"41-45";"detractors"
"276";1151;"dolnośląskie";"100-250";1981;"Średnie ogólne";"dyrektor";250;"Central Park";9;"36-40";"promoters"
"277";1154;"dolnośląskie";"100-250";1965;"Średnie technicznezne";"agronom ekspert";180;"Central Park";3;"51<";"detractors"
"278";1159;"dolnośląskie";"250+";1977;"Średnie ogólne";"główny agronom";350;"Central Park";3;"41-45";"detractors"
"279";1160;"dolnośląskie";"100-250";1988;"Wyższe";"właściciel";117;"Central Park";8;"31-35";"neutral"
"280";1167;"dolnośląskie";">25";1992;"Średnie technicznezne";"główny agronom";25;"Central Park";4;"26-30";"detractors"
"281";1168;"dolnośląskie";">25";1973;"Średnie ogólne";"agronom ekspert";20;"Central Park";6;"46-50";"detractors"
"282";1169;"dolnośląskie";"250+";1964;"Średnie technicznezne";"właściciel";340;"Central Park";6;"51<";"detractors"
"283";1173;"kujawsko-pomorskie";">25";1974;"Średnie technicznezne";"agronom ekspert";23;"Central Park";3;"46-50";"detractors"
"284";1174;"kujawsko-pomorskie";"250+";1992;"Średnie ogólne";"główny agronom";455;"Central Park";4;"26-30";"detractors"
"285";1176;"kujawsko-pomorskie";"25-50";1969;"Średnie technicznezne";"główny agronom";30;"Central Park";10;"51<";"promoters"
"286";1177;"kujawsko-pomorskie";">25";1960;"Średnie ogólne";"właściciel";15;"Central Park";4;"51<";"detractors"
"287";1178;"kujawsko-pomorskie";"25-50";1990;"Średnie ogólne";"właściciel";33;"Central Park";9;"31-35";"promoters"
"288";1183;"kujawsko-pomorskie";">25";1973;"Wyższe";"właściciel";18;"Central Park";9;"46-50";"promoters"
"289";1187;"kujawsko-pomorskie";"250+";1972;"Średnie technicznezne";"właściciel";500;"Central Park";8;"46-50";"neutral"
"290";1191;"kujawsko-pomorskie";">25";1956;"Wyższe";"dyrektor";7;"Central Park";10;"51<";"promoters"
"291";1200;"kujawsko-pomorskie";"25-50";1975;"Średnie technicznezne";"właściciel";34;"Central Park";8;"46-50";"neutral"
"292";1202;"kujawsko-pomorskie";"250+";1977;"Średnie ogólne";"główny agronom";636,5;"Central Park";9;"41-45";"promoters"
"293";1203;"kujawsko-pomorskie";"100-250";1963;"Średnie technicznezne";"agronom ekspert";180,01;"Central Park";5;"51<";"detractors"
"294";1218;"kujawsko-pomorskie";"25-50";1995;"Średnie ogólne";"główny agronom";41;"Central Park";0;"26-30";NA
"295";1221;"kujawsko-pomorskie";">25";1987;"Średnie technicznezne";"agronom ekspert";18;"Central Park";9;"31-35";"promoters"
"296";1223;"kujawsko-pomorskie";"100-250";1970;"Średnie technicznezne";"właściciel";250;"Central Park";8;"51<";"neutral"
"297";1230;"kujawsko-pomorskie";">25";1984;"Średnie ogólne";"agronom ekspert";21;"Central Park";6;"36-40";"detractors"
"298";1233;"kujawsko-pomorskie";"250+";1973;"Średnie technicznezne";"właściciel";534;"Central Park";4;"46-50";"detractors"
"299";1234;"kujawsko-pomorskie";"100-250";1973;"Wyższe";"główny agronom";120;"Central Park";7;"46-50";"neutral"
"300";1236;"kujawsko-pomorskie";"51-100";1967;"Średnie ogólne";"właściciel";100;"Central Park";10;"51<";"promoters"
"301";1241;"kujawsko-pomorskie";"100-250";1972;"Średnie ogólne";"właściciel";135;"Central Park";7;"46-50";"neutral"
"302";1242;"kujawsko-pomorskie";"250+";1945;"Średnie technicznezne";"właściciel";448;"Central Park";5;"51<";"detractors"
"303";1251;"kujawsko-pomorskie";"250+";1979;"Średnie ogólne";"agronom ekspert";1280;"Central Park";9;"41-45";"promoters"
"304";1253;"kujawsko-pomorskie";">25";1998;"Średnie technicznezne";"główny agronom";5;"Central Park";9;"<=25";"promoters"
"305";1256;"lubelskie";"100-250";1999;"Średnie ogólne";"dyrektor";150,01;"Central Park";4;"<=25";"detractors"
"306";1261;"lubelskie";"25-50";1960;"Średnie technicznezne";"właściciel";50;"Central Park";9;"51<";"promoters"
"307";1271;"lubelskie";">25";1972;"Średnie ogólne";"techniczny";10;"Central Park";4;"46-50";"detractors"
"308";1272;"lubelskie";"25-50";1979;"Wyższe";"agronom ekspert";40;"Central Park";9;"41-45";"promoters"
"309";1279;"lubelskie";"250+";1986;"Średnie ogólne";"właściciel";700,1;"Central Park";10;"31-35";"promoters"
"310";1280;"lubelskie";"51-100";1975;"Średnie ogólne";"agronom ekspert";68;"Central Park";2;"46-50";"detractors"
"311";1282;"lubelskie";"250+";1983;"Średnie ogólne";"właściciel";330;"Central Park";7;"36-40";"neutral"
"312";1286;"lubelskie";"25-50";1956;"Średnie ogólne";"główny agronom";50;"Central Park";9;"51<";"promoters"
"313";1287;"lubelskie";"100-250";1974;"Średnie technicznezne";"techniczny";121;"Central Park";6;"46-50";"detractors"
"314";1288;"lubelskie";">25";1977;"Średnie technicznezne";"właściciel";6;"Central Park";7;"41-45";"neutral"
"315";1291;"lubelskie";"250+";1963;"Średnie ogólne";"właściciel";500;"Central Park";10;"51<";"promoters"
"316";1292;"lubelskie";"100-250";1964;"Średnie technicznezne";"właściciel";125;"Central Park";3;"51<";"detractors"
"317";1293;"lubelskie";"250+";1994;"Średnie ogólne";"dyrektor";420;"Central Park";8;"26-30";"neutral"
"318";1294;"lubuskie";"25-50";1990;"Średnie ogólne";"główny agronom";27;"Central Park";8;"31-35";"neutral"
"319";1295;"lubuskie";"100-250";1985;"Średnie ogólne";"właściciel";180;"Central Park";5;"36-40";"detractors"
"320";1301;"lubuskie";"250+";1988;"Średnie ogólne";"właściciel";315;"Central Park";7;"31-35";"neutral"
"321";1304;"lubuskie";"25-50";1984;"Średnie ogólne";"właściciel";35;"Central Park";4;"36-40";"detractors"
"322";1311;"lubuskie";"100-250";1989;"Średnie technicznezne";"właściciel";126;"Central Park";8;"31-35";"neutral"
"323";1316;"lubuskie";"100-250";1960;"Średnie ogólne";"właściciel";156,01;"Central Park";1;"51<";"detractors"
"324";1319;"lubuskie";"100-250";1968;"Średnie ogólne";"agronom ekspert";130;"Central Park";3;"51<";"detractors"
"325";1322;"lubuskie";"51-100";1959;"Średnie technicznezne";"właściciel";65;"Central Park";8;"51<";"neutral"
"326";1323;"lubuskie";"100-250";1991;"Średnie ogólne";"właściciel";170;"Central Park";4;"26-30";"detractors"
"327";1327;"lubuskie";"25-50";1961;"Średnie ogólne";"główny agronom";31;"Central Park";6;"51<";"detractors"
"328";1329;"lubuskie";"25-50";1987;"Wyższe";"właściciel";50;"Central Park";6;"31-35";"detractors"
"329";1336;"lubuskie";">25";1994;"Średnie ogólne";"właściciel";7;"Central Park";7;"26-30";"neutral"
"330";1339;"lubuskie";">25";1964;"Średnie ogólne";"główny agronom";8;"Central Park";7;"51<";"neutral"
"331";1342;"lubuskie";">25";1955;"Średnie ogólne";"właściciel";5;"Central Park";10;"51<";"promoters"
"332";1344;"lubuskie";"250+";1980;"Średnie ogólne";"główny agronom";450,1;"Central Park";6;"41-45";"detractors"
"333";1356;"lubuskie";"51-100";1957;"Średnie ogólne";"dyrektor";100;"Central Park";5;"51<";"detractors"
"334";1357;"lubuskie";"51-100";1968;"Średnie ogólne";"dyrektor";55;"Central Park";10;"51<";"promoters"
"335";1358;"łódzkie";"100-250";1966;"Średnie technicznezne";"dyrektor";200;"Central Park";4;"51<";"detractors"
"336";1360;"łódzkie";"250+";1962;"Średnie ogólne";"właściciel";406;"Central Park";4;"51<";"detractors"
"337";1364;"łódzkie";"51-100";1976;"Średnie ogólne";"właściciel";100;"Central Park";9;"41-45";"promoters"
"338";1368;"łódzkie";">25";1971;"Średnie technicznezne";"techniczny";22;"Central Park";6;"46-50";"detractors"
"339";1371;"łódzkie";"25-50";1973;"Średnie ogólne";"techniczny";45;"Central Park";3;"46-50";"detractors"
"340";1375;"łódzkie";">25";1984;"Średnie ogólne";"dyrektor";22,55;"Central Park";0;"36-40";NA
"341";1377;"łódzkie";">25";1966;"Średnie ogólne";"dyrektor";10;"Central Park";9;"51<";"promoters"
"342";1382;"łódzkie";">25";1971;"Średnie ogólne";"techniczny";7;"Central Park";9;"46-50";"promoters"
"343";1387;"małopolskie";">25";1995;"Średnie ogólne";"właściciel";25;"Central Park";1;"26-30";"detractors"
"344";1388;"małopolskie";"51-100";1960;"Średnie ogólne";"techniczny";70;"Central Park";8;"51<";"neutral"
"345";1393;"małopolskie";">25";1976;"Wyższe rolnicze";"właściciel";20;"Central Park";7;"41-45";"neutral"
"346";1397;"małopolskie";"250+";1965;"Wyższe";"główny agronom";670;"Central Park";4;"51<";"detractors"
"347";1399;"małopolskie";"100-250";1984;"Średnie ogólne";"właściciel";105;"Central Park";7;"36-40";"neutral"
"348";1403;"małopolskie";"250+";1983;"Średnie ogólne";"właściciel";1100;"Central Park";9;"36-40";"promoters"
"349";1404;"małopolskie";">25";1966;"Średnie ogólne";"właściciel";6;"Central Park";7;"51<";"neutral"
"350";1406;"mazowieckie";"250+";1958;"Średnie ogólne";"agronom ekspert";270;"Central Park";9;"51<";"promoters"
"351";1410;"mazowieckie";">25";1975;"Średnie ogólne";"właściciel";25;"Central Park";7;"46-50";"neutral"
"352";1412;"mazowieckie";"250+";1961;"Średnie ogólne";"agronom ekspert";290;"Central Park";9;"51<";"promoters"
"353";1413;"mazowieckie";"100-250";1961;"Średnie ogólne";"agronom ekspert";167;"Central Park";2;"51<";"detractors"
"354";1415;"mazowieckie";"51-100";1966;"Średnie ogólne";"agronom ekspert";67;"Central Park";2;"51<";"detractors"
"355";1419;"mazowieckie";">25";1975;"Średnie ogólne";"agronom ekspert";10;"Central Park";10;"46-50";"promoters"
"356";1424;"mazowieckie";"250+";1970;"Średnie ogólne";"właściciel";1350;"Central Park";2;"51<";"detractors"
"357";1430;"mazowieckie";"250+";1971;"Średnie ogólne";"techniczny";3500;"Central Park";8;"46-50";"neutral"
"358";1438;"mazowieckie";"100-250";1981;"Średnie technicznezne";"główny agronom";200;"Central Park";8;"36-40";"neutral"
"359";1439;"mazowieckie";"25-50";1969;"Średnie technicznezne";"agronom ekspert";35,6;"Central Park";8;"51<";"neutral"
"360";1440;"mazowieckie";"100-250";1982;"Średnie ogólne";"agronom ekspert";100,1;"Central Park";3;"36-40";"detractors"
"361";1442;"mazowieckie";"250+";1978;"Średnie ogólne";"techniczny";500;"Central Park";9;"41-45";"promoters"
"362";1450;"mazowieckie";">25";1972;"Średnie ogólne";"agronom ekspert";20;"Central Park";9;"46-50";"promoters"
"363";1451;"mazowieckie";"51-100";1983;"Średnie technicznezne";"główny agronom";100;"Central Park";7;"36-40";"neutral"
"364";1458;"mazowieckie";"250+";1981;"Średnie ogólne";"techniczny";950;"Central Park";9;"36-40";"promoters"
"365";1462;"mazowieckie";">25";1975;"Średnie ogólne";"dyrektor";5;"Central Park";7;"46-50";"neutral"
"366";1469;"mazowieckie";">25";1971;"Średnie ogólne";"właściciel";23,5;"Central Park";1;"46-50";"detractors"
"367";1475;"mazowieckie";"100-250";1977;"Średnie technicznezne";"agronom ekspert";220;"Central Park";10;"41-45";"promoters"
"368";1476;"mazowieckie";"250+";1966;"Średnie ogólne";"główny agronom";1000;"Central Park";7;"51<";"neutral"
"369";1477;"mazowieckie";">25";1976;"Średnie ogólne";"główny agronom";5;"Central Park";9;"41-45";"promoters"
"370";1485;"mazowieckie";"25-50";1982;"Średnie technicznezne";"agronom ekspert";28;"Central Park";7;"36-40";"neutral"
"371";1486;"mazowieckie";"250+";1987;"Średnie ogólne";"właściciel";1000;"Central Park";9;"31-35";"promoters"
"372";1488;"mazowieckie";"100-250";1962;"Średnie ogólne";"właściciel";123;"Central Park";6;"51<";"detractors"
"373";1490;"mazowieckie";"100-250";1973;"Średnie technicznezne";"techniczny";110;"Central Park";2;"46-50";"detractors"
"374";1491;"opolskie";"51-100";1968;"Średnie ogólne";"właściciel";100;"Central Park";8;"51<";"neutral"
"375";1501;"opolskie";"100-250";1966;"Średnie ogólne";"techniczny";154;"Central Park";8;"51<";"neutral"
"376";1503;"opolskie";"51-100";1967;"Średnie ogólne";"agronom ekspert";90;"Central Park";10;"51<";"promoters"
"377";1504;"opolskie";"100-250";1967;"Średnie ogólne";"główny agronom";103;"Central Park";6;"51<";"detractors"
"378";1508;"opolskie";"100-250";1976;"Średnie ogólne";"agronom ekspert";165;"Central Park";4;"41-45";"detractors"
"379";1514;"opolskie";"25-50";1989;"Średnie ogólne";"właściciel";30,5;"Central Park";8;"31-35";"neutral"
"380";1525;"opolskie";"25-50";1936;"Średnie ogólne";"właściciel";50;"Central Park";9;"51<";"promoters"
"381";1531;"opolskie";"100-250";1981;"Średnie ogólne";"właściciel";101;"Central Park";3;"36-40";"detractors"
"382";1540;"opolskie";"250+";1954;"Średnie ogólne";"właściciel";370;"Central Park";7;"51<";"neutral"
"383";1543;"podkarpackie";"100-250";1979;"Wyższe";"główny agronom";200;"Central Park";9;"41-45";"promoters"
"384";1545;"podkarpackie";">25";1971;"Średnie ogólne";"właściciel";10;"Central Park";10;"46-50";"promoters"
"385";1546;"podkarpackie";"25-50";1964;"Średnie ogólne";"główny agronom";48;"Central Park";3;"51<";"detractors"
"386";1548;"podkarpackie";"100-250";1982;"Średnie ogólne";"techniczny";138;"Central Park";9;"36-40";"promoters"
"387";1562;"podkarpackie";">25";1988;"Średnie technicznezne";"właściciel";8;"Central Park";2;"31-35";"detractors"
"388";1567;"podkarpackie";">25";1992;"Średnie ogólne";"właściciel";8;"Central Park";9;"26-30";"promoters"
"389";1575;"podkarpackie";"250+";1975;"Średnie ogólne";"dyrektor";550;"Central Park";4;"46-50";"detractors"
"390";1578;"podkarpackie";"250+";1960;"Średnie ogólne";"właściciel";460;"Central Park";10;"51<";"promoters"
"391";1581;"podkarpackie";"100-250";1971;"Średnie ogólne";"właściciel";124;"Central Park";7;"46-50";"neutral"
"392";1583;"podkarpackie";"51-100";1983;"Średnie ogólne";"główny agronom";65,1;"Central Park";10;"36-40";"promoters"
"393";1588;"podlaskie";">25";1986;"Średnie ogólne";"agronom ekspert";8;"Central Park";4;"31-35";"detractors"
"394";1589;"podlaskie";"51-100";1978;"Średnie ogólne";"właściciel";75;"Central Park";4;"41-45";"detractors"
"395";1591;"podlaskie";"51-100";1990;"Średnie ogólne";"właściciel";56;"Central Park";10;"31-35";"promoters"
"396";1593;"podlaskie";"51-100";1980;"Średnie ogólne";"agronom ekspert";55,33;"Central Park";5;"41-45";"detractors"
"397";1594;"podlaskie";"250+";1971;"Średnie ogólne";"dyrektor";600;"Central Park";9;"46-50";"promoters"
"398";1599;"podlaskie";"250+";1988;"Średnie ogólne";"techniczny";2774;"Central Park";1;"31-35";"detractors"
"399";1604;"podlaskie";"51-100";1962;"Średnie ogólne";"agronom ekspert";100;"Central Park";1;"51<";"detractors"
"400";1605;"podlaskie";"51-100";1956;"Średnie ogólne";"agronom ekspert";85;"Central Park";3;"51<";"detractors"
"401";1612;"podlaskie";"51-100";1958;"Średnie ogólne";"główny agronom";62;"Central Park";5;"51<";"detractors"
"402";1615;"podlaskie";"250+";1977;"Średnie ogólne";"właściciel";321;"Central Park";4;"41-45";"detractors"
"403";1626;"podlaskie";"25-50";1965;"Średnie ogólne";"właściciel";36;"Central Park";7;"51<";"neutral"
"404";1629;"podlaskie";"250+";1974;"Średnie ogólne";"główny agronom";600,01;"Central Park";5;"46-50";"detractors"
"405";1633;"podlaskie";">25";1984;"Średnie ogólne";"właściciel";10;"Central Park";10;"36-40";"promoters"
"406";1634;"pomorskie";">25";1997;"Średnie ogólne";"agronom ekspert";15;"Central Park";8;"<=25";"neutral"
"407";1638;"pomorskie";"100-250";1987;"Średnie ogólne";"właściciel";118,22;"Central Park";3;"31-35";"detractors"
"408";1642;"pomorskie";">25";1974;"Średnie ogólne";"agronom ekspert";7,01;"Central Park";1;"46-50";"detractors"
"409";1649;"pomorskie";"51-100";1989;"Średnie ogólne";"właściciel";53;"Central Park";10;"31-35";"promoters"
"410";1651;"pomorskie";">25";1998;"Średnie ogólne";"agronom ekspert";20;"Central Park";5;"<=25";"detractors"
"411";1653;"pomorskie";"25-50";1971;"Średnie technicznezne";"właściciel";38;"Central Park";6;"46-50";"detractors"
"412";1654;"pomorskie";"100-250";1968;"Średnie ogólne";"właściciel";230;"Central Park";7;"51<";"neutral"
"413";1655;"pomorskie";">25";1975;"Wyższe rolnicze";"właściciel";10;"Central Park";10;"46-50";"promoters"
